347,255,159,127
348,255,191,127
349,255,223,127
350,255,255,127
351,255,0,95
352,255,31,95
353,255,63,95
354,255,95,95
355,255,127,95
356,255,159,95
357,255,191,95
358,255,223,95
359,255,255,95
360,255,0,63
361,255,31,63
362,255,63,63
363,255,95,63
364,255,127,63
365,255,159,63
366,255,191,63
367,255,223,63
368,255,255,63
369,255,0,31
370,255,31,31
371,255,63,31
372,255,95,31
373,255,127,31
374,255,159,31
375,255,191,31
376,255,223,31
377,255,255,31
378,255,0,0
379,255,31,0
380,255,63,0
381,255,95,0
382,255,127,0
383,255,159,0
384,255,191,0
385,255,223,0
386,255,255,0
